r(km) M(Msun) nb(fm^-3) Ye Ymu Yp Yn mu_n(MeV) mu_p(MeV) mu_e(MeV) mu_mu(MeV)
1.2394669044E+01 1.4999989539E+00 1.3742264261E-05 2.1079749010E-03 0.0000000000E+00 0.00210797 0.997892 0.0000000000E+00 -1.8877860803E+01 2.0171160836E+01 -1.0565836985E+02
1.2397644618E+01 1.4999990184E+00 1.3068455205E-05 2.1075840923E-03 0.0000000000E+00 0.00210758 0.997892 0.0000000000E+00 -1.8792973411E+01 2.0086273444E+01 -1.0565836985E+02
1.2400581649E+01 1.4999990789E+00 1.2427655968E-05 2.1072124133E-03 0.0000000000E+00 0.00210721 0.997893 0.0000000000E+00 -1.8708472831E+01 2.0001772863E+01 -1.0565836985E+02
1.2403480464E+01 1.4999991357E+00 1.1818252411E-05 2.1068589297E-03 0.0000000000E+00 0.00210686 0.997893 0.0000000000E+00 -1.8624355704E+01 1.9917655737E+01 -1.0565836985E+02
1.2406341406E+01 1.4999991890E+00 1.1238708988E-05 2.1065227528E-03 0.0000000000E+00 0.00210652 0.997893 0.0000000000E+00 -1.8540618779E+01 1.9833918811E+01 -1.0565836985E+02
1.2409164830E+01 1.4999992391E+00 1.0687564962E-05 2.1062030368E-03 0.0000000000E+00 0.0021062 0.997894 0.0000000000E+00 -1.8457258902E+01 1.9750558935E+01 -1.0565836985E+02
1.2411951100E+01 1.4999992861E+00 1.0163430785E-05 2.1058989774E-03 0.0000000000E+00 0.0021059 0.997894 0.0000000000E+00 -1.8374273016E+01 1.9667573049E+01 -1.0565836985E+02
1.2414700590E+01 1.4999993303E+00 9.6649846639E-06 2.1056098090E-03 0.0000000000E+00 0.00210561 0.997894 0.0000000000E+00 -1.8291658154E+01 1.9584958187E+01 -1.0565836985E+02
1.2417413682E+01 1.4999993717E+00 9.1909692786E-06 2.1053348038E-03 0.0000000000E+00 0.00210533 0.997895 0.0000000000E+00 -1.8209411435E+01 1.9502711467E+01 -1.0565836985E+02
1.2420090763E+01 1.4999994106E+00 8.7401886625E-06 2.1050732691E-03 0.0000000000E+00 0.00210507 0.997895 0.0000000000E+00 -1.8127530059E+01 1.9420830091E+01 -1.0565836985E+02
1.2422732226E+01 1.4999994471E+00 8.3115052289E-06 2.1048245460E-03 0.0000000000E+00 0.00210482 0.997895 0.0000000000E+00 -1.8046011304E+01 1.9339311337E+01 -1.0565836985E+02
1.2425338466E+01 1.4999994814E+00 7.9038369399E-06 2.1045880079E-03 0.0000000000E+00 0.00210459 0.997895 0.0000000000E+00 -1.7964852523E+01 1.9258152556E+01 -1.0565836985E+02
1.2427909883E+01 1.4999995136E+00 7.5161546106E-06 2.1043630586E-03 0.0000000000E+00 0.00210436 0.997896 0.0000000000E+00 -1.7884051139E+01 1.9177351171E+01 -1.0565836985E+02
1.2430446878E+01 1.4999995437E+00 7.1474793425E-06 2.1041491310E-03 0.0000000000E+00 0.00210415 0.997896 0.0000000000E+00 -1.7803604640E+01 1.9096904673E+01 -1.0565836985E+02
1.2432949854E+01 1.4999995721E+00 6.7968800794E-06 2.1039456857E-03 0.0000000000E+00 0.00210395 0.997896 0.0000000000E+00 -1.7723510581E+01 1.9016810613E+01 -1.0565836985E+02
1.2435419212E+01 1.4999995987E+00 6.4634712812E-06 2.1037522097E-03 0.0000000000E+00 0.00210375 0.997896 0.0000000000E+00 -1.7643766575E+01 1.8937066608E+01 -1.0565836985E+02
1.2437855357E+01 1.4999996236E+00 6.1464107093E-06 2.1035682150E-03 0.0000000000E+00 0.00210357 0.997896 0.0000000000E+00 -1.7564370294E+01 1.8857670327E+01 -1.0565836985E+02
1.2440258688E+01 1.4999996471E+00 5.8448973186E-06 2.1033932374E-03 0.0000000000E+00 0.00210339 0.997897 0.0000000000E+00 -1.7485319465E+01 1.8778619498E+01 -1.0565836985E+02
1.2442629608E+01 1.4999996690E+00 5.5581692508E-06 2.1032268355E-03 0.0000000000E+00 0.00210323 0.997897 0.0000000000E+00 -1.7406611868E+01 1.8699911900E+01 -1.0565836985E+02
1.2444968514E+01 1.4999996897E+00 5.2855019251E-06 2.1030685892E-03 0.0000000000E+00 0.00210307 0.997897 0.0000000000E+00 -1.7328245331E+01 1.8621545363E+01 -1.0565836985E+02
1.2447275804E+01 1.4999997090E+00 5.0262062208E-06 2.1029180992E-03 0.0000000000E+00 0.00210292 0.997897 0.0000000000E+00 -1.7250217731E+01 1.8543517764E+01 -1.0565836985E+02
1.2449551870E+01 1.4999997272E+00 4.7796267471E-06 2.1027749857E-03 0.0000000000E+00 0.00210277 0.997897 0.0000000000E+00 -1.7172526992E+01 1.8465827025E+01 -1.0565836985E+02
1.2451797104E+01 1.4999997442E+00 4.5451401982E-06 2.1026388873E-03 0.0000000000E+00 0.00210264 0.997897 0.0000000000E+00 -1.7095171078E+01 1.8388471111E+01 -1.0565836985E+02
1.2454011893E+01 1.4999997602E+00 4.3221537865E-06 2.1025094604E-03 0.0000000000E+00 0.00210251 0.997897 0.0000000000E+00 -1.7018147998E+01 1.8311448030E+01 -1.0565836985E+02
1.2456196622E+01 1.4999997752E+00 4.1101037525E-06 2.1023863783E-03 0.0000000000E+00 0.00210239 0.997898 0.0000000000E+00 -1.6941455796E+01 1.8234755829E+01 -1.0565836985E+02
1.2458351671E+01 1.4999997893E+00 3.9084539470E-06 2.1022693300E-03 0.0000000000E+00 0.00210227 0.997898 0.0000000000E+00 -1.6865092558E+01 1.8158392591E+01 -1.0565836985E+02
1.2460477417E+01 1.4999998025E+00 3.7166944821E-06 2.1021580200E-03 0.0000000000E+00 0.00210216 0.997898 0.0000000000E+00 -1.6789056404E+01 1.8082356437E+01 -1.0565836985E+02
1.2462574232E+01 1.4999998149E+00 3.5343404473E-06 2.1020521672E-03 0.0000000000E+00 0.00210205 0.997898 0.0000000000E+00 -1.6713345488E+01 1.8006645521E+01 -1.0565836985E+02
1.2464642484E+01 1.4999998265E+00 3.3609306888E-06 2.1019515040E-03 0.0000000000E+00 0.00210195 0.997898 0.0000000000E+00 -1.6637957998E+01 1.7931258030E+01 -1.0565836985E+02
1.2466682538E+01 1.4999998374E+00 3.1960266475E-06 2.1018557763E-03 0.0000000000E+00 0.00210186 0.997898 0.0000000000E+00 -1.6562892152E+01 1.7856192184E+01 -1.0565836985E+02
1.2468694754E+01 1.4999998477E+00 3.0392112541E-06 2.1017647422E-03 0.0000000000E+00 0.00210176 0.997898 0.0000000000E+00 -1.6488146198E+01 1.7781446231E+01 -1.0565836985E+02
1.2470679485E+01 1.4999998573E+00 2.8900878775E-06 2.1016781717E-03 0.0000000000E+00 0.00210168 0.997898 0.0000000000E+00 -1.6413718415E+01 1.7707018448E+01 -1.0565836985E+02
1.2472637084E+01 1.4999998663E+00 2.7482793247E-06 2.1015958459E-03 0.0000000000E+00 0.0021016 0.997898 0.0000000000E+00 -1.6339607107E+01 1.7632907140E+01 -1.0565836985E+02
1.2474567895E+01 1.4999998748E+00 2.6134268898E-06 2.1015175569E-03 0.0000000000E+00 0.00210152 0.997898 0.0000000000E+00 -1.6265810606E+01 1.7559110638E+01 -1.0565836985E+02
1.2476472261E+01 1.4999998827E+00 2.4851894487E-06 2.1014431069E-03 0.0000000000E+00 0.00210144 0.997899 0.0000000000E+00 -1.6192327266E+01 1.7485627299E+01 -1.0565836985E+02
1.2478350519E+01 1.4999998901E+00 2.3632425984E-06 2.1013723076E-03 0.0000000000E+00 0.00210137 0.997899 0.0000000000E+00 -1.6119155469E+01 1.7412455502E+01 -1.0565836985E+02
1.2480203000E+01 1.4999998971E+00 2.2472778382E-06 2.1013049802E-03 0.0000000000E+00 0.0021013 0.997899 0.0000000000E+00 -1.6046293619E+01 1.7339593651E+01 -1.0565836985E+02
1.2482030032E+01 1.4999999037E+00 2.1370017913E-06 2.1012409544E-03 0.0000000000E+00 0.00210124 0.997899 0.0000000000E+00 -1.5973740140E+01 1.7267040173E+01 -1.0565836985E+02
1.2483831939E+01 1.4999999098E+00 2.0321354634E-06 2.1011800684E-03 0.0000000000E+00 0.00210118 0.997899 0.0000000000E+00 -1.5901493480E+01 1.7194793512E+01 -1.0565836985E+02
1.2485609038E+01 1.4999999156E+00 1.9324135387E-06 2.1011221683E-03 0.0000000000E+00 0.00210112 0.997899 0.0000000000E+00 -1.5829552105E+01 1.7122852138E+01 -1.0565836985E+02
1.2487361643E+01 1.4999999210E+00 1.8375837095E-06 2.1010671078E-03 0.0000000000E+00 0.00210107 0.997899 0.0000000000E+00 -1.5757914503E+01 1.7051214535E+01 -1.0565836985E+02
1.2489090065E+01 1.4999999260E+00 1.7474060392E-06 2.1010147475E-03 0.0000000000E+00 0.00210101 0.997899 0.0000000000E+00 -1.5686579179E+01 1.6979879211E+01 -1.0565836985E+02
1.2490794607E+01 1.4999999308E+00 1.6616523557E-06 2.1009649552E-03 0.0000000000E+00 0.00210096 0.997899 0.0000000000E+00 -1.5615544656E+01 1.6908844689E+01 -1.0565836985E+02
1.2492475570E+01 1.4999999353E+00 1.5801056750E-06 2.1009176049E-03 0.0000000000E+00 0.00210092 0.997899 0.0000000000E+00 -1.5544809477E+01 1.6838109509E+01 -1.0565836985E+02
1.2494133251E+01 1.4999999394E+00 1.5025596532E-06 2.1008725770E-03 0.0000000000E+00 0.00210087 0.997899 0.0000000000E+00 -1.5474372198E+01 1.6767672230E+01 -1.0565836985E+02
1.2495767941E+01 1.4999999434E+00 1.4288180647E-06 2.1008297575E-03 0.0000000000E+00 0.00210083 0.997899 0.0000000000E+00 -1.5404231393E+01 1.6697531426E+01 -1.0565836985E+02
1.2497379928E+01 1.4999999471E+00 1.3586943063E-06 2.1007890382E-03 0.0000000000E+00 0.00210079 0.997899 0.0000000000E+00 -1.5334385652E+01 1.6627685685E+01 -1.0565836985E+02
1.2498969495E+01 1.4999999505E+00 1.2920109256E-06 2.1007503161E-03 0.0000000000E+00 0.00210075 0.997899 0.0000000000E+00 -1.5264833579E+01 1.6558133611E+01 -1.0565836985E+02
1.2500536922E+01 1.4999999537E+00 1.2285991725E-06 2.1007134933E-03 0.0000000000E+00 0.00210071 0.997899 0.0000000000E+00 -1.5195573792E+01 1.6488873825E+01 -1.0565836985E+02
1.2502082483E+01 1.4999999568E+00 1.1682985724E-06 2.1006784767E-03 0.0000000000E+00 0.00210068 0.997899 0.0000000000E+00 -1.5126604925E+01 1.6419904958E+01 -1.0565836985E+02
1.2503606449E+01 1.4999999596E+00 1.1109565204E-06 2.1006451777E-03 0.0000000000E+00 0.00210065 0.997899 0.0000000000E+00 -1.5057925623E+01 1.6351225656E+01 -1.0565836985E+02
1.2505109088E+01 1.4999999623E+00 1.0564278961E-06 2.1006135120E-03 0.0000000000E+00 0.00210061 0.997899 0.0000000000E+00 -1.4989534545E+01 1.6282834577E+01 -1.0565836985E+02
1.2506590664E+01 1.4999999648E+00 1.0045746957E-06 2.1005833997E-03 0.0000000000E+00 0.00210058 0.997899 0.0000000000E+00 -1.4921430362E+01 1.6214730395E+01 -1.0565836985E+02
1.2508051435E+01 1.4999999672E+00 9.5526568385E-07 2.1005547645E-03 0.0000000000E+00 0.00210055 0.997899 0.0000000000E+00 -1.4853611759E+01 1.6146911792E+01 -1.0565836985E+02
1.2509491657E+01 1.4999999694E+00 9.0837606139E-07 2.1005275340E-03 0.0000000000E+00 0.00210053 0.997899 0.0000000000E+00 -1.4786077430E+01 1.6079377463E+01 -1.0565836985E+02
1.2510911583E+01 1.4999999714E+00 8.6378714983E-07 2.1005016393E-03 0.0000000000E+00 0.0021005 0.997899 0.0000000000E+00 -1.4718826082E+01 1.6012126114E+01 -1.0565836985E+02
1.2512311460E+01 1.4999999734E+00 8.2138609126E-07 2.1004770149E-03 0.0000000000E+00 0.00210048 0.9979 0.0000000000E+00 -1.4651856432E+01 1.5945156465E+01 -1.0565836985E+02
1.2513691535E+01 1.4999999752E+00 7.8106556288E-07 2.1004535985E-03 0.0000000000E+00 0.00210045 0.9979 0.0000000000E+00 -1.4585167209E+01 1.5878467242E+01 -1.0565836985E+02
1.2515052048E+01 1.4999999769E+00 7.4272350561E-07 2.1004313309E-03 0.0000000000E+00 0.00210043 0.9979 0.0000000000E+00 -1.4518757152E+01 1.5812057184E+01 -1.0565836985E+02
1.2516393238E+01 1.4999999785E+00 7.0626286595E-07 2.1004101558E-03 0.0000000000E+00 0.00210041 0.9979 0.0000000000E+00 -1.4452625008E+01 1.5745925041E+01 -1.0565836985E+02
1.2517715339E+01 1.4999999800E+00 6.7159135050E-07 2.1003900195E-03 0.0000000000E+00 0.00210039 0.9979 0.0000000000E+00 -1.4386769537E+01 1.5680069569E+01 -1.0565836985E+02
1.2519018583E+01 1.4999999814E+00 6.3862119255E-07 2.1003708711E-03 0.0000000000E+00 0.00210037 0.9979 0.0000000000E+00 -1.4321189505E+01 1.5614489538E+01 -1.0565836985E+02
1.2520303199E+01 1.4999999827E+00 6.0726893006E-07 2.1003526622E-03 0.0000000000E+00 0.00210035 0.9979 0.0000000000E+00 -1.4255883690E+01 1.5549183723E+01 -1.0565836985E+02
1.2521569411E+01 1.4999999839E+00 5.7745519457E-07 2.1003353467E-03 0.0000000000E+00 0.00210034 0.9979 0.0000000000E+00 -1.4190850878E+01 1.5484150911E+01 -1.0565836985E+02
1.2522817442E+01 1.4999999851E+00 5.4910451044E-07 2.1003188808E-03 0.0000000000E+00 0.00210032 0.9979 0.0000000000E+00 -1.4126089863E+01 1.5419389896E+01 -1.0565836985E+02
1.2524047510E+01 1.4999999862E+00 5.2214510395E-07 2.1003032227E-03 0.0000000000E+00 0.0021003 0.9979 0.0000000000E+00 -1.4061599449E+01 1.5354899481E+01 -1.0565836985E+02
1.2525259833E+01 1.4999999872E+00 4.9650872171E-07 2.1002883330E-03 0.0000000000E+00 0.00210029 0.9979 0.0000000000E+00 -1.3997378446E+01 1.5290678479E+01 -1.0565836985E+02
1.2526454622E+01 1.4999999881E+00 4.7213045807E-07 2.1002741739E-03 0.0000000000E+00 0.00210027 0.9979 0.0000000000E+00 -1.3933425674E+01 1.5226725707E+01 -1.0565836985E+02
1.2527632090E+01 1.4999999890E+00 4.4894859089E-07 2.1002607095E-03 0.0000000000E+00 0.00210026 0.9979 0.0000000000E+00 -1.3869739960E+01 1.5163039993E+01 -1.0565836985E+02
1.2528792444E+01 1.4999999899E+00 4.2690442543E-07 2.1002479058E-03 0.0000000000E+00 0.00210025 0.9979 0.0000000000E+00 -1.3806320140E+01 1.5099620172E+01 -1.0565836985E+02
1.2529935888E+01 1.4999999907E+00 4.0594214585E-07 2.1002357304E-03 0.0000000000E+00 0.00210024 0.9979 0.0000000000E+00 -1.3743165055E+01 1.5036465087E+01 -1.0565836985E+02
1.2531062625E+01 1.4999999914E+00 3.8600867406E-07 2.1002241525E-03 0.0000000000E+00 0.00210022 0.9979 0.0000000000E+00 -1.3680273555E+01 1.4973573588E+01 -1.0565836985E+02
1.2532172855E+01 1.4999999921E+00 3.6705353543E-07 2.1002131427E-03 0.0000000000E+00 0.00210021 0.9979 0.0000000000E+00 -1.3617644497E+01 1.4910944530E+01 -1.0565836985E+02
1.2533266776E+01 1.4999999927E+00 3.4902873110E-07 2.1002026733E-03 0.0000000000E+00 0.0021002 0.9979 0.0000000000E+00 -1.3555276746E+01 1.4848576778E+01 -1.0565836985E+02
1.2534344582E+01 1.4999999933E+00 3.3188861653E-07 2.1001927176E-03 0.0000000000E+00 0.00210019 0.9979 0.0000000000E+00 -1.3493169170E+01 1.4786469203E+01 -1.0565836985E+02
1.2535406465E+01 1.4999999939E+00 3.1558978612E-07 2.1001832505E-03 0.0000000000E+00 0.00210018 0.9979 0.0000000000E+00 -1.3431320650E+01 1.4724620682E+01 -1.0565836985E+02
1.2536452616E+01 1.4999999944E+00 3.0009096329E-07 2.1001742480E-03 0.0000000000E+00 0.00210017 0.9979 0.0000000000E+00 -1.3369730067E+01 1.4663030099E+01 -1.0565836985E+02
1.2537483222E+01 1.4999999949E+00 2.8535289617E-07 2.1001656874E-03 0.0000000000E+00 0.00210017 0.9979 0.0000000000E+00 -1.3308396313E+01 1.4601696345E+01 -1.0565836985E+02
1.2538498469E+01 1.4999999954E+00 2.7133825821E-07 2.1001575469E-03 0.0000000000E+00 0.00210016 0.9979 0.0000000000E+00 -1.3247318284E+01 1.4540618317E+01 -1.0565836985E+02
1.2539498540E+01 1.4999999958E+00 2.5801155382E-07 2.1001498060E-03 0.0000000000E+00 0.00210015 0.9979 0.0000000000E+00 -1.3186494885E+01 1.4479794917E+01 -1.0565836985E+02
1.2540483615E+01 1.4999999962E+00 2.4533902853E-07 2.1001424450E-03 0.0000000000E+00 0.00210014 0.9979 0.0000000000E+00 -1.3125925022E+01 1.4419225055E+01 -1.0565836985E+02
1.2541453875E+01 1.4999999966E+00 2.3328858360E-07 2.1001354453E-03 0.0000000000E+00 0.00210014 0.9979 0.0000000000E+00 -1.3065607613E+01 1.4358907646E+01 -1.0565836985E+02
1.2542409495E+01 1.4999999970E+00 2.2182969484E-07 2.1001287892E-03 0.0000000000E+00 0.00210013 0.9979 0.0000000000E+00 -1.3005541578E+01 1.4298841611E+01 -1.0565836985E+02
1.2543350650E+01 1.4999999973E+00 2.1093333538E-07 2.1001224597E-03 0.0000000000E+00 0.00210012 0.9979 0.0000000000E+00 -1.2945725843E+01 1.4239025876E+01 -1.0565836985E+02
1.2544277513E+01 1.4999999976E+00 2.0057190220E-07 2.1001164410E-03 0.0000000000E+00 0.00210012 0.9979 0.0000000000E+00 -1.2886159342E+01 1.4179459375E+01 -1.0565836985E+02
1.2545190255E+01 1.4999999979E+00 1.9071914634E-07 2.1001107178E-03 0.0000000000E+00 0.00210011 0.9979 0.0000000000E+00 -1.2826841013E+01 1.4120141045E+01 -1.0565836985E+02
1.2546089045E+01 1.4999999982E+00 1.8135010646E-07 2.1001052755E-03 0.0000000000E+00 0.00210011 0.9979 0.0000000000E+00 -1.2767769798E+01 1.4061069831E+01 -1.0565836985E+02
1.2546974049E+01 1.4999999985E+00 1.7244104571E-07 2.1001001003E-03 0.0000000000E+00 0.0021001 0.9979 0.0000000000E+00 -1.2708944648E+01 1.4002244681E+01 -1.0565836985E+02
1.2547845432E+01 1.4999999987E+00 1.6396939165E-07 2.1000951792E-03 0.0000000000E+00 0.0021001 0.9979 0.0000000000E+00 -1.2650364517E+01 1.3943664550E+01 -1.0565836985E+02
1.2548703359E+01 1.4999999989E+00 1.5591367918E-07 2.1000904998E-03 0.0000000000E+00 0.00210009 0.9979 0.0000000000E+00 -1.2592028365E+01 1.3885328397E+01 -1.0565836985E+02
1.2549547990E+01 1.4999999991E+00 1.4825349616E-07 2.1000860500E-03 0.0000000000E+00 0.00210009 0.9979 0.0000000000E+00 -1.2533935156E+01 1.3827235189E+01 -1.0565836985E+02
1.2550379485E+01 1.4999999993E+00 1.4096943187E-07 2.1000818187E-03 0.0000000000E+00 0.00210008 0.9979 0.0000000000E+00 -1.2476083861E+01 1.3769383894E+01 -1.0565836985E+02
1.2551198002E+01 1.4999999995E+00 1.3404302777E-07 2.1000777952E-03 0.0000000000E+00 0.00210008 0.9979 0.0000000000E+00 -1.2418473455E+01 1.3711773488E+01 -1.0565836985E+02
1.2552003698E+01 1.4999999997E+00 1.2745673092E-07 2.1000739692E-03 0.0000000000E+00 0.00210007 0.9979 0.0000000000E+00 -1.2361102919E+01 1.3654402952E+01 -1.0565836985E+02
1.2552796727E+01 1.4999999999E+00 1.2119384948E-07 2.1000703311E-03 0.0000000000E+00 0.00210007 0.9979 0.0000000000E+00 -1.2303971237E+01 1.3597271270E+01 -1.0565836985E+02
1.2553577242E+01 1.5000000000E+00 1.1523851049E-07 2.1000668716E-03 0.0000000000E+00 0.00210007 0.9979 0.0000000000E+00 -1.2247077401E+01 1.3540377433E+01 -1.0565836985E+02
1.2554345395E+01 1.5000000001E+00 1.0957561975E-07 2.1000635820E-03 0.0000000000E+00 0.00210006 0.9979 0.0000000000E+00 -1.2190420404E+01 1.3483720436E+01 -1.0565836985E+02
1.2555101336E+01 1.5000000003E+00 1.0419082356E-07 2.1000604539E-03 0.0000000000E+00 0.00210006 0.9979 0.0000000000E+00 -1.2133999246E+01 1.3427299279E+01 -1.0565836985E+02
1.2555845213E+01 1.5000000004E+00 9.9070472469E-08 2.1000574794E-03 0.0000000000E+00 0.00210006 0.9979 0.0000000000E+00 -1.2077812932E+01 1.3371112965E+01 -1.0565836985E+02
1.2556577172E+01 1.5000000005E+00 9.4201586667E-08 2.1000546510E-03 0.0000000000E+00 0.00210005 0.9979 0.0000000000E+00 -1.2021860472E+01 1.3315160505E+01 -1.0565836985E+02
1.2557297361E+01 1.5000000006E+00 8.9571823184E-08 2.1000519615E-03 0.0000000000E+00 0.00210005 0.9979 0.0000000000E+00 -1.1966140879E+01 1.3259440912E+01 -1.0565836985E+02
1.2558005921E+01 1.5000000007E+00 8.5169444634E-08 2.1000494040E-03 0.0000000000E+00 0.00210005 0.9979 0.0000000000E+00 -1.1910653171E+01 1.3203953204E+01 -1.0565836985E+02
1.2558702997E+01 1.5000000008E+00 8.0983289523E-08 2.1000469722E-03 0.0000000000E+00 0.00210005 0.9979 0.0000000000E+00 -1.1855396372E+01 1.3148696404E+01 -1.0565836985E+02
1.2559388729E+01 1.5000000009E+00 7.7002743992E-08 2.1000446598E-03 0.0000000000E+00 0.00210004 0.9979 0.0000000000E+00 -1.1800369508E+01 1.3093669541E+01 -1.0565836985E+02
1.2560063256E+01 1.5000000010E+00 7.3217714961E-08 2.1000424610E-03 0.0000000000E+00 0.00210004 0.9979 0.0000000000E+00 -1.1745571613E+01 1.3038871645E+01 -1.0565836985E+02
1.2560726718E+01 1.5000000011E+00 6.9618604585E-08 2.1000403702E-03 0.0000000000E+00 0.00210004 0.9979 0.0000000000E+00 -1.1691001721E+01 1.2984301754E+01 -1.0565836985E+02
1.2561379251E+01 1.5000000012E+00 6.6196285959E-08 2.1000383821E-03 0.0000000000E+00 0.00210004 0.9979 0.0000000000E+00 -1.1636658875E+01 1.2929958907E+01 -1.0565836985E+02
1.2562020992E+01 1.5000000012E+00 6.2942080021E-08 2.1000364916E-03 0.0000000000E+00 0.00210004 0.9979 0.0000000000E+00 -1.1582542118E+01 1.2875842151E+01 -1.0565836985E+02
1.2562652074E+01 1.5000000013E+00 5.9847733581E-08 2.1000346940E-03 0.0000000000E+00 0.00210003 0.9979 0.0000000000E+00 -1.1528650501E+01 1.2821950533E+01 -1.0565836985E+02
1.2563272630E+01 1.5000000013E+00 5.6905398436E-08 2.1000329847E-03 0.0000000000E+00 0.00210003 0.9979 0.0000000000E+00 -1.1474983076E+01 1.2768283109E+01 -1.0565836985E+02
1.2563882794E+01 1.5000000014E+00 5.4107611498E-08 2.1000313594E-03 0.0000000000E+00 0.00210003 0.9979 0.0000000000E+00 -1.1421538903E+01 1.2714838935E+01 -1.0565836985E+02
1.2564482695E+01 1.5000000015E+00 5.1447275909E-08 2.1000298139E-03 0.0000000000E+00 0.00210003 0.9979 0.0000000000E+00 -1.1368317042E+01 1.2661617075E+01 -1.0565836985E+02
1.2565072462E+01 1.5000000015E+00 4.8917643072E-08 2.1000283443E-03 0.0000000000E+00 0.00210003 0.9979 0.0000000000E+00 -1.1315316561E+01 1.2608616593E+01 -1.0565836985E+02
1.2565652225E+01 1.5000000016E+00 4.6512295568E-08 2.1000269469E-03 0.0000000000E+00 0.00210003 0.9979 0.0000000000E+00 -1.1262536529E+01 1.2555836562E+01 -1.0565836985E+02
1.2566222110E+01 1.5000000016E+00 4.4225130910E-08 2.1000256182E-03 0.0000000000E+00 0.00210003 0.9979 0.0000000000E+00 -1.1209976021E+01 1.2503276054E+01 -1.0565836985E+02
1.2566782244E+01 1.5000000016E+00 4.2050346096E-08 2.1000243548E-03 0.0000000000E+00 0.00210002 0.9979 0.0000000000E+00 -1.1157634116E+01 1.2450934149E+01 -1.0565836985E+02
1.2567332750E+01 1.5000000017E+00 3.9982422913E-08 2.1000231535E-03 0.0000000000E+00 0.00210002 0.9979 0.0000000000E+00 -1.1105509897E+01 1.2398809929E+01 -1.0565836985E+02
1.2567873753E+01 1.5000000017E+00 3.8016113970E-08 2.1000220111E-03 0.0000000000E+00 0.00210002 0.9979 0.0000000000E+00 -1.1053602449E+01 1.2346902482E+01 -1.0565836985E+02
1.2568405375E+01 1.5000000017E+00 3.6146429410E-08 2.1000209249E-03 0.0000000000E+00 0.00210002 0.9979 0.0000000000E+00 -1.1001910865E+01 1.2295210897E+01 -1.0565836985E+02
1.2568927737E+01 1.5000000018E+00 3.4368624277E-08 2.1000198921E-03 0.0000000000E+00 0.00210002 0.9979 0.0000000000E+00 -1.0950434238E+01 1.2243734270E+01 -1.0565836985E+02
1.2569440961E+01 1.5000000018E+00 3.2678186499E-08 2.1000189101E-03 0.0000000000E+00 0.00210002 0.9979 0.0000000000E+00 -1.0899171666E+01 1.2192471699E+01 -1.0565836985E+02
1.2569945164E+01 1.5000000018E+00 3.1070825467E-08 2.1000179763E-03 0.0000000000E+00 0.00210002 0.9979 0.0000000000E+00 -1.0848122254E+01 1.2141422287E+01 -1.0565836985E+02
1.2570440465E+01 1.5000000018E+00 2.9542461164E-08 2.1000170884E-03 0.0000000000E+00 0.00210002 0.9979 0.0000000000E+00 -1.0797285106E+01 1.2090585139E+01 -1.0565836985E+02
1.2570926982E+01 1.5000000019E+00 2.8089213838E-08 2.1000162441E-03 0.0000000000E+00 0.00210002 0.9979 0.0000000000E+00 -1.0746659334E+01 1.2039959367E+01 -1.0565836985E+02
1.2571404830E+01 1.5000000019E+00 2.6707394176E-08 2.1000154413E-03 0.0000000000E+00 0.00210002 0.9979 0.0000000000E+00 -1.0696244052E+01 1.1989544084E+01 -1.0565836985E+02
1.2571874124E+01 1.5000000019E+00 2.5393493957E-08 2.1000146780E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -1.0646038377E+01 1.1939338409E+01 -1.0565836985E+02
1.2572334979E+01 1.5000000019E+00 2.4144176176E-08 2.1000139522E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -1.0596041390E+01 1.1889341423E+01 -1.0565836985E+02
1.2572787507E+01 1.5000000020E+00 2.2956270660E-08 2.1000132621E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -1.0546252302E+01 1.1839552334E+01 -1.0565836985E+02
1.2573231820E+01 1.5000000020E+00 2.1826759790E-08 2.1000126059E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -1.0496670197E+01 1.1789970230E+01 -1.0565836985E+02
1.2573668029E+01 1.5000000020E+00 2.0752775124E-08 2.1000119819E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -1.0447294211E+01 1.1740594243E+01 -1.0565836985E+02
1.2574096245E+01 1.5000000020E+00 1.9731589039E-08 2.1000113887E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -1.0398123478E+01 1.1691423511E+01 -1.0565836985E+02
1.2574516575E+01 1.5000000020E+00 1.8760607817E-08 2.1000108246E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -1.0349157141E+01 1.1642457173E+01 -1.0565836985E+02
1.2574929129E+01 1.5000000020E+00 1.7837365080E-08 2.1000102882E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -1.0300394342E+01 1.1593694375E+01 -1.0565836985E+02
1.2575334013E+01 1.5000000020E+00 1.6959515537E-08 2.1000097782E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -1.0251834231E+01 1.1545134264E+01 -1.0565836985E+02
1.2575731334E+01 1.5000000020E+00 1.6124829045E-08 2.1000092933E-03 0.0000000000E+00 0.00210001 0.9979 0.0000000000E+00 -1.0203475959E+01 1.1496775992E+01 -1.0565836985E+02
