r(km) nb(fm^-3) Ye Ymu Yp Yn mu_n(MeV) mu_p(MeV) mu_e(MeV) mu_mu(MeV)
1.25136915E+01 7.81066325E-07 2.10045360E-03 0.00000000E+00 0.00210045 0.9979 0.00000000E+00 -1.45851685E+01 1.58784685E+01 -1.05658370E+02
1.25150520E+01 7.42724230E-07 2.10043133E-03 0.00000000E+00 0.00210043 0.9979 0.00000000E+00 -1.45187584E+01 1.58120585E+01 -1.05658370E+02
1.25163932E+01 7.06263555E-07 2.10041016E-03 0.00000000E+00 0.00210041 0.9979 0.00000000E+00 -1.44526263E+01 1.57459263E+01 -1.05658370E+02
1.25177153E+01 6.71592005E-07 2.10039002E-03 0.00000000E+00 0.00210039 0.9979 0.00000000E+00 -1.43867708E+01 1.56800708E+01 -1.05658370E+02
1.25190186E+01 6.38621815E-07 2.10037087E-03 0.00000000E+00 0.00210037 0.9979 0.00000000E+00 -1.43211908E+01 1.56144908E+01 -1.05658370E+02
1.25203032E+01 6.07269522E-07 2.10035266E-03 0.00000000E+00 0.00210035 0.9979 0.00000000E+00 -1.42558850E+01 1.55491850E+01 -1.05658370E+02
1.25215694E+01 5.77455758E-07 2.10033535E-03 0.00000000E+00 0.00210034 0.9979 0.00000000E+00 -1.41908521E+01 1.54841522E+01 -1.05658370E+02
1.25228174E+01 5.49105046E-07 2.10031888E-03 0.00000000E+00 0.00210032 0.9979 0.00000000E+00 -1.41260911E+01 1.54193911E+01 -1.05658370E+02
1.25240475E+01 5.22145613E-07 2.10030322E-03 0.00000000E+00 0.0021003 0.9979 0.00000000E+00 -1.40616007E+01 1.53549007E+01 -1.05658370E+02
1.25252598E+01 4.96509206E-07 2.10028833E-03 0.00000000E+00 0.00210029 0.9979 0.00000000E+00 -1.39973797E+01 1.52906797E+01 -1.05658370E+02
1.25264546E+01 4.72130919E-07 2.10027417E-03 0.00000000E+00 0.00210027 0.9979 0.00000000E+00 -1.39334269E+01 1.52267269E+01 -1.05658370E+02
1.25276321E+01 4.48949029E-07 2.10026071E-03 0.00000000E+00 0.00210026 0.9979 0.00000000E+00 -1.38697412E+01 1.51630412E+01 -1.05658370E+02
1.25287924E+01 4.26904842E-07 2.10024791E-03 0.00000000E+00 0.00210025 0.9979 0.00000000E+00 -1.38063214E+01 1.50996214E+01 -1.05658370E+02
1.25299359E+01 4.05942542E-07 2.10023573E-03 0.00000000E+00 0.00210024 0.9979 0.00000000E+00 -1.37431663E+01 1.50364663E+01 -1.05658370E+02
1.25310626E+01 3.86009051E-07 2.10022415E-03 0.00000000E+00 0.00210022 0.9979 0.00000000E+00 -1.36802748E+01 1.49735748E+01 -1.05658370E+02
1.25321728E+01 3.67053893E-07 2.10021314E-03 0.00000000E+00 0.00210021 0.9979 0.00000000E+00 -1.36176457E+01 1.49109457E+01 -1.05658370E+02
1.25332668E+01 3.49029072E-07 2.10020267E-03 0.00000000E+00 0.0021002 0.9979 0.00000000E+00 -1.35552780E+01 1.48485780E+01 -1.05658370E+02
1.25343446E+01 3.31888940E-07 2.10019272E-03 0.00000000E+00 0.00210019 0.9979 0.00000000E+00 -1.34931704E+01 1.47864704E+01 -1.05658370E+02
1.25354064E+01 3.15590094E-07 2.10018325E-03 0.00000000E+00 0.00210018 0.9979 0.00000000E+00 -1.34313218E+01 1.47246219E+01 -1.05658370E+02
1.25364526E+01 3.00091256E-07 2.10017425E-03 0.00000000E+00 0.00210017 0.9979 0.00000000E+00 -1.33697313E+01 1.46630313E+01 -1.05658370E+02
1.25374832E+01 2.85353175E-07 2.10016569E-03 0.00000000E+00 0.00210017 0.9979 0.00000000E+00 -1.33083975E+01 1.46016975E+01 -1.05658370E+02
1.25384985E+01 2.71338523E-07 2.10015755E-03 0.00000000E+00 0.00210016 0.9979 0.00000000E+00 -1.32473195E+01 1.45406195E+01 -1.05658370E+02
1.25394985E+01 2.58011806E-07 2.10014981E-03 0.00000000E+00 0.00210015 0.9979 0.00000000E+00 -1.31864961E+01 1.44797961E+01 -1.05658370E+02
1.25404836E+01 2.45339268E-07 2.10014245E-03 0.00000000E+00 0.00210014 0.9979 0.00000000E+00 -1.31259262E+01 1.44192262E+01 -1.05658370E+02
1.25414539E+01 2.33288811E-07 2.10013545E-03 0.00000000E+00 0.00210014 0.9979 0.00000000E+00 -1.30656088E+01 1.43589088E+01 -1.05658370E+02
1.25424095E+01 2.21829911E-07 2.10012879E-03 0.00000000E+00 0.00210013 0.9979 0.00000000E+00 -1.30055427E+01 1.42988428E+01 -1.05658370E+02
1.25433506E+01 2.10933541E-07 2.10012246E-03 0.00000000E+00 0.00210012 0.9979 0.00000000E+00 -1.29457270E+01 1.42390270E+01 -1.05658370E+02
1.25442775E+01 2.00572098E-07 2.10011644E-03 0.00000000E+00 0.00210012 0.9979 0.00000000E+00 -1.28861605E+01 1.41794605E+01 -1.05658370E+02
1.25451902E+01 1.90719332E-07 2.10011072E-03 0.00000000E+00 0.00210011 0.9979 0.00000000E+00 -1.28268422E+01 1.41201422E+01 -1.05658370E+02
1.25460890E+01 1.81350283E-07 2.10010528E-03 0.00000000E+00 0.00210011 0.9979 0.00000000E+00 -1.27677709E+01 1.40610710E+01 -1.05658370E+02
1.25469740E+01 1.72441214E-07 2.10010010E-03 0.00000000E+00 0.0021001 0.9979 0.00000000E+00 -1.27089458E+01 1.40022458E+01 -1.05658370E+02
1.25478454E+01 1.63969552E-07 2.10009518E-03 0.00000000E+00 0.0021001 0.9979 0.00000000E+00 -1.26503656E+01 1.39436657E+01 -1.05658370E+02
1.25487033E+01 1.55913831E-07 2.10009050E-03 0.00000000E+00 0.00210009 0.9979 0.00000000E+00 -1.25920295E+01 1.38853295E+01 -1.05658370E+02
1.25495480E+01 1.48253641E-07 2.10008605E-03 0.00000000E+00 0.00210009 0.9979 0.00000000E+00 -1.25339363E+01 1.38272363E+01 -1.05658370E+02
1.25503795E+01 1.40969569E-07 2.10008182E-03 0.00000000E+00 0.00210008 0.9979 0.00000000E+00 -1.24760850E+01 1.37693850E+01 -1.05658370E+02
1.25511980E+01 1.34043159E-07 2.10007780E-03 0.00000000E+00 0.00210008 0.9979 0.00000000E+00 -1.24184746E+01 1.37117746E+01 -1.05658370E+02
1.25520037E+01 1.27456855E-07 2.10007397E-03 0.00000000E+00 0.00210007 0.9979 0.00000000E+00 -1.23611040E+01 1.36544041E+01 -1.05658370E+02
1.25527967E+01 1.21193968E-07 2.10007033E-03 0.00000000E+00 0.00210007 0.9979 0.00000000E+00 -1.23039723E+01 1.35972724E+01 -1.05658370E+02
1.25535772E+01 1.15238623E-07 2.10006687E-03 0.00000000E+00 0.00210007 0.9979 0.00000000E+00 -1.22470785E+01 1.35403785E+01 -1.05658370E+02
1.25543454E+01 1.09575727E-07 2.10006358E-03 0.00000000E+00 0.00210006 0.9979 0.00000000E+00 -1.21904215E+01 1.34837215E+01 -1.05658370E+02
1.25551013E+01 1.04190925E-07 2.10006045E-03 0.00000000E+00 0.00210006 0.9979 0.00000000E+00 -1.21340003E+01 1.34273004E+01 -1.05658370E+02
1.25558452E+01 9.90705692E-08 2.10005748E-03 0.00000000E+00 0.00210006 0.9979 0.00000000E+00 -1.20778140E+01 1.33711141E+01 -1.05658370E+02
1.25565772E+01 9.42016786E-08 2.10005465E-03 0.00000000E+00 0.00210005 0.9979 0.00000000E+00 -1.20218616E+01 1.33151616E+01 -1.05658370E+02
1.25572973E+01 8.95719106E-08 2.10005196E-03 0.00000000E+00 0.00210005 0.9979 0.00000000E+00 -1.19661420E+01 1.32594420E+01 -1.05658370E+02
1.25580059E+01 8.51695278E-08 2.10004940E-03 0.00000000E+00 0.00210005 0.9979 0.00000000E+00 -1.19106542E+01 1.32039543E+01 -1.05658370E+02
1.25587030E+01 8.09833686E-08 2.10004697E-03 0.00000000E+00 0.00210005 0.9979 0.00000000E+00 -1.18553974E+01 1.31486975E+01 -1.05658370E+02
1.25593887E+01 7.70028192E-08 2.10004466E-03 0.00000000E+00 0.00210004 0.9979 0.00000000E+00 -1.18003706E+01 1.30936706E+01 -1.05658370E+02
1.25600632E+01 7.32177865E-08 2.10004246E-03 0.00000000E+00 0.00210004 0.9979 0.00000000E+00 -1.17455727E+01 1.30388727E+01 -1.05658370E+02
1.25607267E+01 6.96186726E-08 2.10004037E-03 0.00000000E+00 0.00210004 0.9979 0.00000000E+00 -1.16910028E+01 1.29843028E+01 -1.05658370E+02
1.25613792E+01 6.61963506E-08 2.10003838E-03 0.00000000E+00 0.00210004 0.9979 0.00000000E+00 -1.16366599E+01 1.29299600E+01 -1.05658370E+02
1.25620210E+01 6.29421415E-08 2.10003649E-03 0.00000000E+00 0.00210004 0.9979 0.00000000E+00 -1.15825432E+01 1.28758432E+01 -1.05658370E+02
1.25626521E+01 5.98477920E-08 2.10003469E-03 0.00000000E+00 0.00210003 0.9979 0.00000000E+00 -1.15286515E+01 1.28219516E+01 -1.05658370E+02
1.25632726E+01 5.69054540E-08 2.10003298E-03 0.00000000E+00 0.00210003 0.9979 0.00000000E+00 -1.14749841E+01 1.27682841E+01 -1.05658370E+02
1.25638828E+01 5.41076643E-08 2.10003136E-03 0.00000000E+00 0.00210003 0.9979 0.00000000E+00 -1.14215399E+01 1.27148400E+01 -1.05658370E+02
1.25644827E+01 5.14473262E-08 2.10002981E-03 0.00000000E+00 0.00210003 0.9979 0.00000000E+00 -1.13683181E+01 1.26616181E+01 -1.05658370E+02
1.25650724E+01 4.89176909E-08 2.10002834E-03 0.00000000E+00 0.00210003 0.9979 0.00000000E+00 -1.13153176E+01 1.26086176E+01 -1.05658370E+02
1.25656522E+01 4.65123410E-08 2.10002695E-03 0.00000000E+00 0.00210003 0.9979 0.00000000E+00 -1.12625375E+01 1.25558376E+01 -1.05658370E+02
1.25662221E+01 4.42251741E-08 2.10002562E-03 0.00000000E+00 0.00210003 0.9979 0.00000000E+00 -1.12099770E+01 1.25032771E+01 -1.05658370E+02
1.25667822E+01 4.20503872E-08 2.10002435E-03 0.00000000E+00 0.00210002 0.9979 0.00000000E+00 -1.11576351E+01 1.24509352E+01 -1.05658370E+02
1.25673327E+01 3.99824620E-08 2.10002315E-03 0.00000000E+00 0.00210002 0.9979 0.00000000E+00 -1.11055109E+01 1.23988109E+01 -1.05658370E+02
1.25678737E+01 3.80161511E-08 2.10002201E-03 0.00000000E+00 0.00210002 0.9979 0.00000000E+00 -1.10536035E+01 1.23469035E+01 -1.05658370E+02
1.25684054E+01 3.61464647E-08 2.10002092E-03 0.00000000E+00 0.00210002 0.9979 0.00000000E+00 -1.10019119E+01 1.22952119E+01 -1.05658370E+02
1.25689277E+01 3.43686579E-08 2.10001989E-03 0.00000000E+00 0.00210002 0.9979 0.00000000E+00 -1.09504352E+01 1.22437353E+01 -1.05658370E+02
1.25694409E+01 3.26782184E-08 2.10001891E-03 0.00000000E+00 0.00210002 0.9979 0.00000000E+00 -1.08991727E+01 1.21924727E+01 -1.05658370E+02
1.25699452E+01 3.10708558E-08 2.10001798E-03 0.00000000E+00 0.00210002 0.9979 0.00000000E+00 -1.08481232E+01 1.21414233E+01 -1.05658370E+02
1.25704405E+01 2.95424900E-08 2.10001709E-03 0.00000000E+00 0.00210002 0.9979 0.00000000E+00 -1.07972861E+01 1.20905861E+01 -1.05658370E+02
1.25709270E+01 2.80892413E-08 2.10001624E-03 0.00000000E+00 0.00210002 0.9979 0.00000000E+00 -1.07466603E+01 1.20399603E+01 -1.05658370E+02
1.25714048E+01 2.67074203E-08 2.10001544E-03 0.00000000E+00 0.00210002 0.9979 0.00000000E+00 -1.06962450E+01 1.19895451E+01 -1.05658370E+02
1.25718741E+01 2.53935188E-08 2.10001468E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -1.06460393E+01 1.19393394E+01 -1.05658370E+02
1.25723350E+01 2.41441998E-08 2.10001395E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -1.05960424E+01 1.18893424E+01 -1.05658370E+02
1.25727875E+01 2.29562931E-08 2.10001326E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -1.05462533E+01 1.18395533E+01 -1.05658370E+02
1.25732318E+01 2.18267811E-08 2.10001261E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -1.04966712E+01 1.17899712E+01 -1.05658370E+02
1.25736680E+01 2.07527954E-08 2.10001198E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -1.04472952E+01 1.17405952E+01 -1.05658370E+02
1.25740962E+01 1.97316083E-08 2.10001139E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -1.03981244E+01 1.16914245E+01 -1.05658370E+02
1.25745166E+01 1.87606262E-08 2.10001082E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -1.03491581E+01 1.16424581E+01 -1.05658370E+02
1.25749291E+01 1.78373825E-08 2.10001029E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -1.03003953E+01 1.15936953E+01 -1.05658370E+02
1.25753340E+01 1.69595321E-08 2.10000978E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -1.02518352E+01 1.15451352E+01 -1.05658370E+02
1.25757313E+01 1.61248448E-08 2.10000929E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -1.02034769E+01 1.14967769E+01 -1.05658370E+02
1.25761212E+01 1.53311999E-08 2.10000883E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -1.01553196E+01 1.14486196E+01 -1.05658370E+02
1.25765037E+01 1.45765810E-08 2.10000839E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -1.01073625E+01 1.14006625E+01 -1.05658370E+02
1.25768789E+01 1.38590705E-08 2.10000798E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -1.00596047E+01 1.13529047E+01 -1.05658370E+02
1.25772471E+01 1.31768450E-08 2.10000758E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -1.00120453E+01 1.13053454E+01 -1.05658370E+02
1.25776081E+01 1.25281707E-08 2.10000720E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -9.96468366E+00 1.12579837E+01 -1.05658370E+02
1.25779622E+01 1.19113989E-08 2.10000685E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -9.91751880E+00 1.12108188E+01 -1.05658370E+02
1.25783095E+01 1.13249620E-08 2.10000650E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -9.87054994E+00 1.11638500E+01 -1.05658370E+02
1.25786500E+01 1.07673691E-08 2.10000618E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -9.82377627E+00 1.11170763E+01 -1.05658370E+02
1.25789839E+01 1.02372028E-08 2.10000587E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -9.77719696E+00 1.10704970E+01 -1.05658370E+02
1.25793112E+01 9.73311510E-09 2.10000558E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -9.73081120E+00 1.10241112E+01 -1.05658370E+02
1.25796321E+01 9.25382432E-09 2.10000530E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -9.68461818E+00 1.09779182E+01 -1.05658370E+02
1.25799466E+01 8.79811168E-09 2.10000504E-03 0.00000000E+00 0.00210001 0.9979 0.00000000E+00 -9.63861710E+00 1.09319171E+01 -1.05658370E+02
1.25802548E+01 8.36481829E-09 2.10000478E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -9.59280716E+00 1.08861072E+01 -1.05658370E+02
1.25805569E+01 7.95284216E-09 2.10000455E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -9.54718755E+00 1.08404876E+01 -1.05658370E+02
1.25808528E+01 7.56113543E-09 2.10000432E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -9.50175748E+00 1.07950575E+01 -1.05658370E+02
1.25811428E+01 7.18870171E-09 2.10000410E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -9.45651616E+00 1.07498162E+01 -1.05658370E+02
1.25814269E+01 6.83459356E-09 2.10000390E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -9.41146280E+00 1.07047628E+01 -1.05658370E+02
1.25817052E+01 6.49791008E-09 2.10000370E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -9.36659661E+00 1.06598966E+01 -1.05658370E+02
1.25819777E+01 6.17779462E-09 2.10000351E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -9.32191681E+00 1.06152168E+01 -1.05658370E+02
1.25822447E+01 5.87343262E-09 2.10000334E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -9.27742262E+00 1.05707227E+01 -1.05658370E+02
1.25825060E+01 5.58404952E-09 2.10000317E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -9.23311327E+00 1.05264133E+01 -1.05658370E+02
1.25827620E+01 5.30890884E-09 2.10000301E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -9.18898799E+00 1.04822880E+01 -1.05658370E+02
1.25830125E+01 5.04731027E-09 2.10000286E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -9.14504600E+00 1.04383460E+01 -1.05658370E+02
1.25832578E+01 4.79858791E-09 2.10000271E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -9.10128654E+00 1.03945866E+01 -1.05658370E+02
1.25834979E+01 4.56210856E-09 2.10000258E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -9.05770885E+00 1.03510089E+01 -1.05658370E+02
1.25837328E+01 4.33727016E-09 2.10000245E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -9.01431216E+00 1.03076122E+01 -1.05658370E+02
1.25839627E+01 4.12350023E-09 2.10000232E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.97109573E+00 1.02643958E+01 -1.05658370E+02
1.25841877E+01 3.92025440E-09 2.10000220E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.92805880E+00 1.02213588E+01 -1.05658370E+02
1.25844078E+01 3.72701506E-09 2.10000209E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.88520062E+00 1.01785007E+01 -1.05658370E+02
1.25846230E+01 3.54329005E-09 2.10000198E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.84252045E+00 1.01358205E+01 -1.05658370E+02
1.25848336E+01 3.36861139E-09 2.10000188E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.80001753E+00 1.00933176E+01 -1.05658370E+02
1.25850395E+01 3.20253409E-09 2.10000179E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.75769114E+00 1.00509912E+01 -1.05658370E+02
1.25852409E+01 3.04463503E-09 2.10000169E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.71554053E+00 1.00088406E+01 -1.05658370E+02
1.25854378E+01 2.89451190E-09 2.10000161E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.67356498E+00 9.96686501E+00 -1.05658370E+02
1.25856303E+01 2.75178216E-09 2.10000152E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.63176374E+00 9.92506377E+00 -1.05658370E+02
1.25858185E+01 2.61608207E-09 2.10000145E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.59013610E+00 9.88343613E+00 -1.05658370E+02
1.25860024E+01 2.48706575E-09 2.10000137E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.54868132E+00 9.84198136E+00 -1.05658370E+02
1.25861821E+01 2.36440436E-09 2.10000130E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.50739870E+00 9.80069873E+00 -1.05658370E+02
1.25863577E+01 2.24778521E-09 2.10000123E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.46628750E+00 9.75958754E+00 -1.05658370E+02
1.25865293E+01 2.13691096E-09 2.10000117E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.42534702E+00 9.71864706E+00 -1.05658370E+02
1.25866969E+01 2.03149892E-09 2.10000111E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.38457655E+00 9.67787658E+00 -1.05658370E+02
1.25868606E+01 1.93128028E-09 2.10000105E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.34397536E+00 9.63727540E+00 -1.05658370E+02
1.25870205E+01 1.83599946E-09 2.10000099E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.30354277E+00 9.59684280E+00 -1.05658370E+02
1.25871766E+01 1.74541343E-09 2.10000094E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.26327806E+00 9.55657809E+00 -1.05658370E+02
1.25873290E+01 1.65929111E-09 2.10000089E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.22318054E+00 9.51648057E+00 -1.05658370E+02
1.25874779E+01 1.57741281E-09 2.10000084E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.18324951E+00 9.47654954E+00 -1.05658370E+02
1.25876231E+01 1.49956961E-09 2.10000080E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.14348427E+00 9.43678430E+00 -1.05658370E+02
1.25877649E+01 1.42556288E-09 2.10000075E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.10388414E+00 9.39718417E+00 -1.05658370E+02
1.25879032E+01 1.35520375E-09 2.10000071E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.06444843E+00 9.35774846E+00 -1.05658370E+02
1.25880382E+01 1.28831266E-09 2.10000067E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -8.02517644E+00 9.31847648E+00 -1.05658370E+02
1.25881699E+01 1.22471885E-09 2.10000064E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.98606751E+00 9.27936755E+00 -1.05658370E+02
1.25882983E+01 1.16425999E-09 2.10000060E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.94712095E+00 9.24042099E+00 -1.05658370E+02
1.25884236E+01 1.10678171E-09 2.10000057E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.90833609E+00 9.20163612E+00 -1.05658370E+02
1.25885458E+01 1.05213724E-09 2.10000054E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.86971225E+00 9.16301228E+00 -1.05658370E+02
1.25886649E+01 1.00018704E-09 2.10000051E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.83124876E+00 9.12454879E+00 -1.05658370E+02
1.25887810E+01 9.50798418E-10 2.10000048E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.79294496E+00 9.08624499E+00 -1.05658370E+02
1.25888942E+01 9.03845227E-10 2.10000045E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.75480018E+00 9.04810021E+00 -1.05658370E+02
1.25890045E+01 8.59207515E-10 2.10000042E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.71681376E+00 9.01011379E+00 -1.05658370E+02
1.25891120E+01 8.16771234E-10 2.10000040E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.67898504E+00 8.97228508E+00 -1.05658370E+02
1.25892167E+01 7.76427948E-10 2.10000038E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.64131337E+00 8.93461340E+00 -1.05658370E+02
1.25893187E+01 7.38074558E-10 2.10000035E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.60379809E+00 8.89709813E+00 -1.05658370E+02
1.25894181E+01 7.01613036E-10 2.10000033E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.56643856E+00 8.85973859E+00 -1.05658370E+02
1.25895149E+01 6.66950178E-10 2.10000031E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.52923412E+00 8.82253416E+00 -1.05658370E+02
1.25896091E+01 6.33997369E-10 2.10000029E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.49218414E+00 8.78548417E+00 -1.05658370E+02
1.25897008E+01 6.02670353E-10 2.10000028E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.45528797E+00 8.74858800E+00 -1.05658370E+02
1.25897902E+01 5.72889021E-10 2.10000026E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.41854497E+00 8.71184500E+00 -1.05658370E+02
1.25898771E+01 5.44577207E-10 2.10000024E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.38195451E+00 8.67525454E+00 -1.05658370E+02
1.25899617E+01 5.17662495E-10 2.10000023E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.34551596E+00 8.63881599E+00 -1.05658370E+02
1.25900440E+01 4.92076033E-10 2.10000021E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.30922868E+00 8.60252871E+00 -1.05658370E+02
1.25901240E+01 4.67752358E-10 2.10000020E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.27309205E+00 8.56639209E+00 -1.05658370E+02
1.25902019E+01 4.44629229E-10 2.10000018E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.23710545E+00 8.53040548E+00 -1.05658370E+02
1.25902776E+01 4.22647471E-10 2.10000017E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.20126825E+00 8.49456828E+00 -1.05658370E+02
1.25903513E+01 4.01750821E-10 2.10000016E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.16557984E+00 8.45887987E+00 -1.05658370E+02
1.25904228E+01 3.81885786E-10 2.10000015E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.13003960E+00 8.42333963E+00 -1.05658370E+02
1.25904924E+01 3.63001509E-10 2.10000014E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.09464691E+00 8.38794695E+00 -1.05658370E+02
1.25905601E+01 3.45049635E-10 2.10000013E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.05940118E+00 8.35270121E+00 -1.05658370E+02
1.25906258E+01 3.27984191E-10 2.10000012E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -7.02430178E+00 8.31760181E+00 -1.05658370E+02
1.25906897E+01 3.11761469E-10 2.10000011E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.98934812E+00 8.28264815E+00 -1.05658370E+02
1.25907517E+01 2.96339911E-10 2.10000010E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.95453960E+00 8.24783963E+00 -1.05658370E+02
1.25908119E+01 2.81680008E-10 2.10000009E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.91987561E+00 8.21317564E+00 -1.05658370E+02
1.25908704E+01 2.67744197E-10 2.10000008E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.88535557E+00 8.17865560E+00 -1.05658370E+02
1.25909272E+01 2.54496764E-10 2.10000007E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.85097887E+00 8.14427890E+00 -1.05658370E+02
1.25909824E+01 2.41903756E-10 2.10000007E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.81674493E+00 8.11004497E+00 -1.05658370E+02
1.25910359E+01 2.29932890E-10 2.10000006E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.78265317E+00 8.07595320E+00 -1.05658370E+02
1.25910878E+01 2.18553477E-10 2.10000005E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.74870299E+00 8.04200302E+00 -1.05658370E+02
1.25911382E+01 2.07736336E-10 2.10000005E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -6.71489382E+00 8.00819385E+00 -1.05658370E+02
